10, 0.27700, 0.005
20, 0.08515, 0.005
30, 0.07468, 0.005
40, 0.06018, 0.005
50, 0.05349, 0.005
60, 0.05296, 0.005
70, 0.05673, 0.005
80, 0.05833, 0.005
90, 0.04355, 0.005
100, 0.04298, 0.005
110, 0.04218, 0.005
120, 0.04018, 0.005
130, 0.03907, 0.005
140, 0.04293, 0.005
150, 0.04247, 0.005
160, 0.05049, 0.005
170, 0.04136, 0.005
180, 0.03890, 0.005
190, 0.04012, 0.005
200, 0.03463, 0.005
210, 0.03511, 0.005
220, 0.03807, 0.005
230, 0.03336, 0.005
240, 0.03148, 0.005
250, 0.03341, 0.005
260, 0.03621, 0.005
270, 0.03231, 0.005
280, 0.03128, 0.005
290, 0.03561, 0.005
300, 0.03355, 0.005
310, 0.03165, 0.005
320, 0.03411, 0.005
330, 0.03085, 0.005
340, 0.03288, 0.005
350, 0.03151, 0.005
360, 0.03565, 0.005
370, 0.02895, 0.005
380, 0.03595, 0.005
390, 0.03022, 0.005
400, 0.03272, 0.005
410, 0.03404, 0.005
420, 0.02355, 0.005
430, 0.02611, 0.005
440, 0.02628, 0.005
450, 0.02961, 0.005
460, 0.02757, 0.005
470, 0.03185, 0.005
480, 0.02728, 0.005
490, 0.02796, 0.005
500, 0.02732, 0.005
510, 0.02660, 0.005
520, 0.02258, 0.005
530, 0.02633, 0.005
540, 0.02531, 0.005
550, 0.02471, 0.005
560, 0.02434, 0.005
570, 0.02616, 0.005
580, 0.02729, 0.005
590, 0.02664, 0.005
600, 0.01984, 0.005
610, 0.02605, 0.005
620, 0.02295, 0.005
630, 0.02758, 0.005
640, 0.02042, 0.005
650, 0.02396, 0.005
660, 0.02554, 0.005
670, 0.02699, 0.005
680, 0.02289, 0.005
690, 0.02239, 0.005
700, 0.01965, 0.005
710, 0.02791, 0.005
720, 0.02843, 0.005
730, 0.02609, 0.005
740, 0.02179, 0.005
750, 0.02295, 0.005
760, 0.02094, 0.005
770, 0.02133, 0.005
780, 0.01861, 0.005
790, 0.01579, 0.005
800, 0.01780, 0.005
810, 0.01635, 0.005
820, 0.01809, 0.005
830, 0.01937, 0.005
840, 0.01738, 0.005
850, 0.02004, 0.005
860, 0.02344, 0.005
870, 0.01719, 0.005
880, 0.02049, 0.005
890, 0.01734, 0.005
900, 0.01819, 0.005
910, 0.01627, 0.005
920, 0.01959, 0.005
930, 0.02326, 0.005
940, 0.01770, 0.005
950, 0.01870, 0.005
960, 0.01976, 0.005
970, 0.02022, 0.005
980, 0.01876, 0.005
990, 0.01592, 0.005
1000, 0.02015, 0.005
1010, 0.01830, 0.005
1020, 0.01400, 0.005
1030, 0.01477, 0.005
1040, 0.01598, 0.005
1050, 0.01834, 0.005
1060, 0.01838, 0.005
1070, 0.01379, 0.005
1080, 0.01596, 0.005
1090, 0.01874, 0.005
1100, 0.01620, 0.005
1110, 0.02014, 0.005
1120, 0.01426, 0.005
1130, 0.01854, 0.005
1140, 0.02349, 0.005
1150, 0.01785, 0.005
1160, 0.01544, 0.005
1170, 0.01819, 0.005
1180, 0.01498, 0.005
1190, 0.01570, 0.005
1200, 0.01504, 0.005
