50, 0.08382, 0.005
100, 0.01436, 0.005
150, 0.01073, 0.005
200, 0.00961, 0.005
250, 0.00735, 0.005
300, 0.00736, 0.005
350, 0.00741, 0.005
400, 0.00589, 0.005
450, 0.00601, 0.005
500, 0.00565, 0.005
550, 0.00563, 0.005
600, 0.00463, 0.005
650, 0.00509, 0.005
700, 0.00508, 0.005
750, 0.00387, 0.005
800, 0.00430, 0.005
850, 0.00470, 0.005
900, 0.00436, 0.005
950, 0.00437, 0.005
1000, 0.00393, 0.005
1050, 0.00424, 0.005
1100, 0.00347, 0.005
1150, 0.00362, 0.005
1200, 0.00384, 0.005
1250, 0.00380, 0.005
1300, 0.00398, 0.005
1350, 0.00324, 0.005
1400, 0.00372, 0.005
1450, 0.00353, 0.005
1500, 0.00388, 0.005
1550, 0.00350, 0.005
1600, 0.00351, 0.005
1650, 0.00298, 0.005
1700, 0.00286, 0.005
1750, 0.00358, 0.005
1800, 0.00313, 0.005
1850, 0.00317, 0.005
1900, 0.00321, 0.005
1950, 0.00277, 0.005
2000, 0.00287, 0.005
2050, 0.00336, 0.005
2100, 0.00326, 0.005
2150, 0.00292, 0.005
2200, 0.00297, 0.005
2250, 0.00324, 0.005
2300, 0.00275, 0.005
2350, 0.00228, 0.005
2400, 0.00331, 0.005
2450, 0.00327, 0.005
2500, 0.00267, 0.005
2550, 0.00284, 0.005
2600, 0.00295, 0.005
2650, 0.00240, 0.005
2700, 0.00304, 0.005
2750, 0.00259, 0.005
2800, 0.00276, 0.005
2850, 0.00249, 0.005
2900, 0.00240, 0.005
2950, 0.00307, 0.005
3000, 0.00269, 0.005
3050, 0.00273, 0.005
3100, 0.00240, 0.005
3150, 0.00275, 0.005
3200, 0.00241, 0.005
3250, 0.00269, 0.005
3300, 0.00299, 0.005
3350, 0.00234, 0.005
3400, 0.00231, 0.005
3450, 0.00232, 0.005
3500, 0.00298, 0.005
3550, 0.00268, 0.005
3600, 0.00225, 0.005
3650, 0.00244, 0.005
3700, 0.00238, 0.005
3750, 0.00222, 0.005
3800, 0.00267, 0.005
3850, 0.00240, 0.005
3900, 0.00255, 0.005
3950, 0.00208, 0.005
4000, 0.00298, 0.005
4050, 0.00251, 0.005
